fpr,tpr,threshold
7.244799474300264719e-02,7.889599999999999946e-01,5.939421807169099621e-01
7.244799474300264719e-02,7.890200000000000546e-01,5.938760658935950953e-01
7.246852988890485625e-02,7.890200000000000546e-01,5.938243128473963406e-01
7.246852988890485625e-02,7.890399999999999636e-01,5.938106942487925144e-01
7.248906503480707919e-02,7.890399999999999636e-01,5.937936887977559586e-01
7.248906503480707919e-02,7.890599999999999836e-01,5.937735890716882015e-01
7.250960018070928825e-02,7.890599999999999836e-01,5.937714720717502948e-01
7.250960018070928825e-02,7.890800000000000036e-01,5.937567590573887832e-01
7.253013532661149732e-02,7.890800000000000036e-01,5.937453688823194353e-01
7.253013532661149732e-02,7.891000000000000236e-01,5.937285594110019993e-01
7.257120561841591544e-02,7.891000000000000236e-01,5.937037794774751021e-01
7.257120561841591544e-02,7.891399999999999526e-01,5.936865695528625864e-01
7.261227591022034744e-02,7.891399999999999526e-01,5.936722698341529991e-01
7.261227591022034744e-02,7.891599999999999726e-01,5.936292975202120958e-01
7.263281105612255650e-02,7.891599999999999726e-01,5.936280031936955748e-01
7.263281105612255650e-02,7.892200000000000326e-01,5.936059138941622848e-01
7.273548678563361569e-02,7.892200000000000326e-01,5.935927238357079361e-01
7.273548678563361569e-02,7.892400000000000526e-01,5.935893142527000066e-01
7.275602193153582475e-02,7.892400000000000526e-01,5.935841522973359652e-01
7.275602193153582475e-02,7.893599999999999506e-01,5.934889205526772127e-01
7.277655707743803382e-02,7.893599999999999506e-01,5.934645543175910420e-01
7.277655707743803382e-02,7.893999999999999906e-01,5.934385211276670402e-01
7.281762736924245194e-02,7.893999999999999906e-01,5.934188261306908574e-01
7.281762736924245194e-02,7.894400000000000306e-01,5.934049215828272050e-01
7.285869766104688394e-02,7.894400000000000306e-01,5.933821419366388517e-01
7.285869766104688394e-02,7.894799999999999596e-01,5.933566152677186567e-01
7.287923280694909300e-02,7.894799999999999596e-01,5.933230901669647173e-01
7.287923280694909300e-02,7.895400000000000196e-01,5.932431423018282857e-01
7.289976795285130207e-02,7.895400000000000196e-01,5.932400807674099719e-01
7.289976795285130207e-02,7.895799999999999486e-01,5.931885185748840827e-01
7.292030309875351113e-02,7.895799999999999486e-01,5.931791663599409459e-01
7.292030309875351113e-02,7.895999999999999686e-01,5.931662697328350387e-01
7.294083824465573407e-02,7.895999999999999686e-01,5.931648121850171540e-01
7.294083824465573407e-02,7.896199999999999886e-01,5.931553798335407190e-01
7.298190853646015219e-02,7.896199999999999886e-01,5.931525571133108299e-01
7.298190853646015219e-02,7.896400000000000086e-01,5.931121393771917605e-01
7.300244368236236125e-02,7.896400000000000086e-01,5.931013833632344801e-01
7.300244368236236125e-02,7.897600000000000176e-01,5.930097934749251065e-01
7.302297882826457032e-02,7.897600000000000176e-01,5.929895481464192430e-01
7.302297882826457032e-02,7.898399999999999865e-01,5.928892853501842586e-01
7.304351397416679326e-02,7.898399999999999865e-01,5.928857756638464815e-01
7.304351397416679326e-02,7.898600000000000065e-01,5.928633037370649728e-01
7.306404912006900232e-02,7.898600000000000065e-01,5.928356578245416175e-01
7.306404912006900232e-02,7.899000000000000465e-01,5.927724084054599718e-01
7.314618970367783857e-02,7.899000000000000465e-01,5.927102644155927136e-01
7.314618970367783857e-02,7.899199999999999555e-01,5.927085153109987736e-01
7.316672484958006151e-02,7.899199999999999555e-01,5.927066911639707891e-01
7.316672484958006151e-02,7.899800000000000155e-01,5.926819152629907439e-01
7.318725999548227057e-02,7.899800000000000155e-01,5.926811166651998475e-01
7.318725999548227057e-02,7.900199999999999445e-01,5.926685696528783964e-01
7.326940057909112070e-02,7.900199999999999445e-01,5.925959371960403121e-01
7.326940057909112070e-02,7.900599999999999845e-01,5.925465050236383702e-01
7.328993572499332976e-02,7.900599999999999845e-01,5.925324724365141904e-01
7.328993572499332976e-02,7.901000000000000245e-01,5.925202247051293281e-01
7.331047087089553882e-02,7.901000000000000245e-01,5.924694476302828638e-01
7.331047087089553882e-02,7.901200000000000445e-01,5.924522924365253074e-01
7.333100601679774788e-02,7.901200000000000445e-01,5.924484264180573945e-01
7.333100601679774788e-02,7.901599999999999735e-01,5.923813289339160404e-01
7.339261145450438895e-02,7.901599999999999735e-01,5.923360804383965839e-01
7.339261145450438895e-02,7.901799999999999935e-01,5.923342581375545812e-01
7.341314660040659801e-02,7.901799999999999935e-01,5.923275141564148250e-01
7.341314660040659801e-02,7.902000000000000135e-01,5.923201848531421954e-01
7.343368174630880707e-02,7.902000000000000135e-01,5.923088515407222143e-01
7.343368174630880707e-02,7.902200000000000335e-01,5.922682859085388607e-01
7.345421689221101613e-02,7.902200000000000335e-01,5.922662363533182095e-01
7.345421689221101613e-02,7.902599999999999625e-01,5.922557392043377167e-01
7.349528718401544813e-02,7.902599999999999625e-01,5.921939151881074892e-01
7.349528718401544813e-02,7.902799999999999825e-01,5.921867981782219514e-01
7.351582232991765720e-02,7.902799999999999825e-01,5.921313682476609941e-01
7.351582232991765720e-02,7.903400000000000425e-01,5.920868825197646013e-01
7.353635747581986626e-02,7.903400000000000425e-01,5.920848109699493600e-01
7.353635747581986626e-02,7.903599999999999515e-01,5.920818823750506610e-01
7.355689262172207532e-02,7.903599999999999515e-01,5.920758273451800502e-01
7.355689262172207532e-02,7.903799999999999715e-01,5.920635697818080745e-01
7.359796291352650732e-02,7.903799999999999715e-01,5.920472058504741009e-01
7.359796291352650732e-02,7.903999999999999915e-01,5.920244995553654022e-01
7.361849805942871638e-02,7.903999999999999915e-01,5.920107476669188573e-01
7.361849805942871638e-02,7.904200000000000115e-01,5.919953166732184746e-01
7.365956835123313451e-02,7.904200000000000115e-01,5.919511092822333787e-01
7.365956835123313451e-02,7.904400000000000315e-01,5.919501543724910997e-01
7.368010349713534357e-02,7.904400000000000315e-01,5.919096827035135178e-01
7.368010349713534357e-02,7.904600000000000515e-01,5.918623158350359015e-01
7.370063864303755263e-02,7.904600000000000515e-01,5.918546262572542682e-01
7.370063864303755263e-02,7.904999999999999805e-01,5.917736757307935358e-01
7.374170893484198464e-02,7.904999999999999805e-01,5.917493857391193934e-01
7.374170893484198464e-02,7.905200000000000005e-01,5.917480832074599739e-01
7.376224408074419370e-02,7.905200000000000005e-01,5.917199262107107893e-01
7.376224408074419370e-02,7.905600000000000405e-01,5.916734205175993022e-01
7.378277922664640276e-02,7.905600000000000405e-01,5.916688680629133001e-01
7.378277922664640276e-02,7.906199999999999894e-01,5.916193284081414649e-01
7.380331437254861182e-02,7.906199999999999894e-01,5.915302796925500095e-01
7.380331437254861182e-02,7.907199999999999784e-01,5.912843105092808749e-01
7.382384951845083476e-02,7.907199999999999784e-01,5.912560692995376677e-01
7.382384951845083476e-02,7.907399999999999984e-01,5.912514953242086202e-01
7.386491981025525289e-02,7.907399999999999984e-01,5.912499231119267007e-01
7.386491981025525289e-02,7.908800000000000274e-01,5.911340193832033130e-01
7.388545495615746195e-02,7.908800000000000274e-01,5.910982798411162920e-01
7.388545495615746195e-02,7.909000000000000474e-01,5.910919556561398114e-01
7.392652524796188007e-02,7.909000000000000474e-01,5.910023718913086643e-01
7.392652524796188007e-02,7.909199999999999564e-01,5.909764179052081623e-01
7.404973612337516220e-02,7.909199999999999564e-01,5.908127646048257908e-01
7.404973612337516220e-02,7.909599999999999964e-01,5.907690256558196795e-01
7.407027126927737126e-02,7.909599999999999964e-01,5.907209166825583280e-01
7.407027126927737126e-02,7.910399999999999654e-01,5.906036093702230483e-01
7.415241185288622139e-02,7.910399999999999654e-01,5.904924495547183572e-01
7.415241185288622139e-02,7.910599999999999854e-01,5.904613794760656953e-01
7.423455243649505764e-02,7.910599999999999854e-01,5.903330598601420620e-01
7.423455243649505764e-02,7.911000000000000254e-01,5.902677181466130518e-01
7.427562272829948964e-02,7.911000000000000254e-01,5.901881739761074552e-01
7.427562272829948964e-02,7.911399999999999544e-01,5.901466803231372182e-01
7.429615787420169870e-02,7.911399999999999544e-01,5.901248622050893067e-01
7.429615787420169870e-02,7.911799999999999944e-01,5.900969991286839633e-01
7.431669302010390776e-02,7.911799999999999944e-01,5.900604035719956286e-01
7.431669302010390776e-02,7.912200000000000344e-01,5.899809936564028856e-01
7.433722816600611683e-02,7.912200000000000344e-01,5.899420325958939504e-01
7.433722816600611683e-02,7.912400000000000544e-01,5.898565378343378907e-01
7.435776331190832589e-02,7.912400000000000544e-01,5.898500054043616103e-01
7.435776331190832589e-02,7.912799999999999834e-01,5.898085188857020711e-01
7.439883360371275789e-02,7.912799999999999834e-01,5.896268529793233792e-01
7.439883360371275789e-02,7.913200000000000234e-01,5.895445425586227639e-01
7.441936874961496695e-02,7.913200000000000234e-01,5.894956053134519092e-01
7.441936874961496695e-02,7.913999999999999924e-01,5.892423736086201957e-01
7.452204447912602614e-02,7.913999999999999924e-01,5.891132531609903911e-01
7.452204447912602614e-02,7.914400000000000324e-01,5.888680182745610336e-01
7.456311477093044426e-02,7.914400000000000324e-01,5.888490723729797871e-01
7.456311477093044426e-02,7.915200000000000014e-01,5.885269635161923807e-01
7.464525535453929439e-02,7.915200000000000014e-01,5.883247820507448989e-01
7.464525535453929439e-02,7.915400000000000214e-01,5.881559256680068959e-01
7.466579050044150345e-02,7.915400000000000214e-01,5.880919070709804686e-01
7.466579050044150345e-02,7.915600000000000414e-01,5.876327170611178596e-01
7.472739593814814452e-02,7.915600000000000414e-01,5.873404409853235641e-01
7.472739593814814452e-02,7.915999999999999703e-01,5.871191808477983498e-01
7.489167710536583089e-02,7.915999999999999703e-01,5.863639077817259793e-01
7.489167710536583089e-02,7.916199999999999903e-01,5.860003831254819717e-01
7.491221225126803995e-02,7.916199999999999903e-01,5.858897368501265746e-01
7.491221225126803995e-02,7.916600000000000303e-01,5.852896074871083432e-01
7.495328254307247196e-02,7.916600000000000303e-01,5.851863931770059368e-01
7.495328254307247196e-02,7.916999999999999593e-01,5.849370458049321098e-01
7.497381768897468102e-02,7.916999999999999593e-01,5.848329242548536699e-01
7.497381768897468102e-02,7.917199999999999793e-01,5.844075286477755649e-01
7.499435283487689008e-02,7.917199999999999793e-01,5.842158812500791720e-01
7.499435283487689008e-02,7.917399999999999993e-01,5.824464435510934290e-01
7.509702856438794927e-02,7.917399999999999993e-01,5.803603875967292547e-01
7.509702856438794927e-02,7.917600000000000193e-01,5.801655757568712213e-01
7.511756371029015833e-02,7.917600000000000193e-01,5.747119794009165616e-01
7.511756371029015833e-02,7.918399999999999883e-01,5.698442172597636413e-01
7.513809885619236739e-02,7.918399999999999883e-01,5.688724794362698400e-01
7.513809885619236739e-02,7.918600000000000083e-01,5.687461922102914347e-01
7.515863400209459033e-02,7.918600000000000083e-01,5.687016757385491283e-01
7.515863400209459033e-02,7.918800000000000283e-01,5.673356079249509687e-01
7.517916914799679939e-02,7.918800000000000283e-01,5.667112383029822009e-01
7.517916914799679939e-02,7.920800000000000063e-01,5.639737756438801819e-01
7.519970429389900846e-02,7.920800000000000063e-01,5.638474078339323903e-01
7.519970429389900846e-02,7.921599999999999753e-01,5.634252036506652850e-01
7.522023943980121752e-02,7.921599999999999753e-01,5.632308890624522224e-01
7.522023943980121752e-02,7.923200000000000243e-01,5.623124933970662376e-01
7.524077458570342658e-02,7.923200000000000243e-01,5.621521475465645068e-01
7.524077458570342658e-02,7.924600000000000533e-01,5.617081463171705868e-01
7.526130973160564952e-02,7.924600000000000533e-01,5.616873559944006722e-01
7.526130973160564952e-02,7.924999999999999822e-01,5.614902197373307091e-01
7.528184487750785858e-02,7.924999999999999822e-01,5.614666404833813518e-01
7.528184487750785858e-02,7.925400000000000222e-01,5.614312814285609132e-01
7.530238002341006764e-02,7.925400000000000222e-01,5.614041385861022748e-01
7.530238002341006764e-02,7.927999999999999492e-01,5.604516222609590148e-01
7.534345031521448577e-02,7.927999999999999492e-01,5.604259819069091764e-01
7.534345031521448577e-02,7.929000000000000492e-01,5.602523734809856659e-01
7.536398546111669483e-02,7.929000000000000492e-01,5.602485867499719108e-01
7.536398546111669483e-02,7.930399999999999672e-01,5.600311704362455067e-01
7.538452060701891777e-02,7.930399999999999672e-01,5.598667690781609085e-01
7.538452060701891777e-02,7.931200000000000472e-01,5.597349580972066363e-01
7.540505575292112683e-02,7.931200000000000472e-01,5.597311646868430302e-01
7.540505575292112683e-02,7.931599999999999762e-01,5.596954709033072906e-01
7.542559089882333589e-02,7.931599999999999762e-01,5.596952690833335575e-01
7.542559089882333589e-02,7.931799999999999962e-01,5.596839068958061603e-01
7.544612604472554496e-02,7.931799999999999962e-01,5.596827698392476957e-01
7.544612604472554496e-02,7.932200000000000362e-01,5.595836261950708490e-01
7.546666119062775402e-02,7.932200000000000362e-01,5.595320316731300370e-01
7.546666119062775402e-02,7.932399999999999451e-01,5.595004166903443377e-01
7.548719633652997696e-02,7.932399999999999451e-01,5.594939876002905654e-01
7.548719633652997696e-02,7.932799999999999851e-01,5.594184492837027678e-01
7.550773148243218602e-02,7.932799999999999851e-01,5.594163264068309216e-01
7.550773148243218602e-02,7.933200000000000252e-01,5.593286784471102058e-01
7.554880177423660415e-02,7.933200000000000252e-01,5.592215769831094807e-01
7.554880177423660415e-02,7.933999999999999941e-01,5.590600398612711741e-01
7.556933692013881321e-02,7.933999999999999941e-01,5.590575530780453883e-01
7.556933692013881321e-02,7.934799999999999631e-01,5.589942626253889824e-01
7.558987206604103615e-02,7.934799999999999631e-01,5.589687653677299917e-01
7.558987206604103615e-02,7.934999999999999831e-01,5.589637761477340705e-01
7.561040721194324521e-02,7.934999999999999831e-01,5.589568588962946505e-01
7.561040721194324521e-02,7.935200000000000031e-01,5.589554872357166415e-01
7.563094235784545427e-02,7.935200000000000031e-01,5.589304665044966258e-01
7.563094235784545427e-02,7.936800000000000521e-01,5.587319289803099887e-01
7.565147750374766333e-02,7.936800000000000521e-01,5.587130939778969241e-01
7.565147750374766333e-02,7.937199999999999811e-01,5.586737257897775866e-01
7.569254779555208146e-02,7.937199999999999811e-01,5.586165052277218823e-01
7.569254779555208146e-02,7.937600000000000211e-01,5.585519146510918853e-01
7.575415323325872252e-02,7.937600000000000211e-01,5.585312327781671859e-01
7.575415323325872252e-02,7.937999999999999501e-01,5.585228546615967904e-01
7.577468837916093158e-02,7.937999999999999501e-01,5.585126406519344000e-01
7.577468837916093158e-02,7.939399999999999791e-01,5.582961355820046379e-01
7.579522352506314065e-02,7.939399999999999791e-01,5.582959590716161102e-01
7.579522352506314065e-02,7.940000000000000391e-01,5.582476962355404915e-01
7.581575867096536359e-02,7.940000000000000391e-01,5.582001904359574773e-01
7.581575867096536359e-02,7.940599999999999881e-01,5.581615535559004693e-01
7.583629381686757265e-02,7.940599999999999881e-01,5.581483763573737988e-01
7.583629381686757265e-02,7.941399999999999570e-01,5.580630815611800077e-01
7.585682896276978171e-02,7.941399999999999570e-01,5.580476344830201940e-01
7.585682896276978171e-02,7.941599999999999770e-01,5.580429725553827103e-01
7.589789925457419983e-02,7.941599999999999770e-01,5.580382877433270883e-01
7.589789925457419983e-02,7.942200000000000371e-01,5.579730033569008096e-01
7.591843440047640890e-02,7.942200000000000371e-01,5.579620769074988829e-01
7.591843440047640890e-02,7.942399999999999460e-01,5.579011323461552374e-01
7.593896954637863184e-02,7.942399999999999460e-01,5.578933056821926417e-01
7.593896954637863184e-02,7.943599999999999550e-01,5.578378130423424786e-01
7.598003983818304996e-02,7.943599999999999550e-01,5.578097119227080070e-01
7.598003983818304996e-02,7.943799999999999750e-01,5.578057996560520371e-01
7.604164527588969102e-02,7.943799999999999750e-01,5.577644816318514387e-01
7.604164527588969102e-02,7.944400000000000350e-01,5.577084348479430798e-01
7.606218042179190009e-02,7.944400000000000350e-01,5.576455665271523587e-01
7.606218042179190009e-02,7.944600000000000550e-01,5.576391375986819998e-01
7.608271556769410915e-02,7.944600000000000550e-01,5.576382863603183138e-01
7.608271556769410915e-02,7.944799999999999640e-01,5.576355697925453603e-01
7.610325071359631821e-02,7.944799999999999640e-01,5.576249541169072677e-01
7.610325071359631821e-02,7.945400000000000240e-01,5.575531871096405245e-01
7.612378585949852727e-02,7.945400000000000240e-01,5.575053254443280704e-01
7.612378585949852727e-02,7.946400000000000130e-01,5.574592469198208500e-01
7.614432100540075021e-02,7.946400000000000130e-01,5.574557829451628477e-01
7.614432100540075021e-02,7.947800000000000420e-01,5.573700411982730474e-01
7.620592644310737740e-02,7.947800000000000420e-01,5.572831860981593000e-01
7.620592644310737740e-02,7.947999999999999510e-01,5.572737730265416856e-01
7.624699673491179552e-02,7.947999999999999510e-01,5.572461792139695724e-01
7.624699673491179552e-02,7.948199999999999710e-01,5.572433419231535012e-01
7.626753188081401846e-02,7.948199999999999710e-01,5.572218776111761418e-01
7.626753188081401846e-02,7.948399999999999910e-01,5.572177895690876293e-01
7.630860217261843659e-02,7.948399999999999910e-01,5.571945189694580414e-01
7.630860217261843659e-02,7.948600000000000110e-01,5.571869113151269870e-01
7.632913731852064565e-02,7.948600000000000110e-01,5.571841027547451697e-01
7.632913731852064565e-02,7.949000000000000510e-01,5.571565413390729971e-01
7.634967246442285471e-02,7.949000000000000510e-01,5.571299102794921021e-01
7.634967246442285471e-02,7.949800000000000200e-01,5.571089761042502531e-01
7.641127790212949578e-02,7.949800000000000200e-01,5.570892254492643136e-01
7.641127790212949578e-02,7.950399999999999689e-01,5.570451205942609230e-01
7.643181304803170484e-02,7.950399999999999689e-01,5.570335751244241962e-01
7.643181304803170484e-02,7.950599999999999890e-01,5.570291192034323435e-01
7.645234819393391390e-02,7.950599999999999890e-01,5.570213475794407731e-01
7.645234819393391390e-02,7.951200000000000490e-01,5.569850627377417318e-01
7.647288333983612296e-02,7.951200000000000490e-01,5.569840776350454270e-01
7.647288333983612296e-02,7.952399999999999469e-01,5.568924326173815276e-01
7.649341848573834590e-02,7.952399999999999469e-01,5.568890613325074845e-01
7.649341848573834590e-02,7.952599999999999669e-01,5.568805306008826062e-01
7.653448877754276403e-02,7.952599999999999669e-01,5.568582562273023395e-01
7.653448877754276403e-02,7.954999999999999849e-01,5.566795570857853148e-01
7.657555906934718215e-02,7.954999999999999849e-01,5.566694669524004935e-01
7.657555906934718215e-02,7.956400000000000139e-01,5.565392804960439532e-01
7.659609421524940509e-02,7.956400000000000139e-01,5.565279751965559463e-01
7.659609421524940509e-02,7.956800000000000539e-01,5.564842109841685591e-01
7.661662936115161415e-02,7.956800000000000539e-01,5.564721217446908508e-01
7.661662936115161415e-02,7.958199999999999719e-01,5.563994917628941606e-01
7.663716450705382321e-02,7.958199999999999719e-01,5.563905200949035290e-01
7.663716450705382321e-02,7.958600000000000119e-01,5.563858944629778147e-01
7.665769965295603228e-02,7.958600000000000119e-01,5.563802105785211616e-01
7.665769965295603228e-02,7.959600000000000009e-01,5.563214320170798421e-01
7.671930509066267334e-02,7.959600000000000009e-01,5.562615625439006894e-01
7.671930509066267334e-02,7.959800000000000209e-01,5.562450943968006989e-01
7.673984023656488240e-02,7.959800000000000209e-01,5.562293508105831119e-01
7.673984023656488240e-02,7.960000000000000409e-01,5.562207709418368617e-01
7.676037538246709147e-02,7.960000000000000409e-01,5.562188474494406121e-01
7.676037538246709147e-02,7.961399999999999588e-01,5.561562127901369390e-01
7.684251596607594159e-02,7.961399999999999588e-01,5.561018692185752954e-01
7.684251596607594159e-02,7.962000000000000188e-01,5.560750942914203243e-01
7.686305111197815065e-02,7.962000000000000188e-01,5.560740837813590298e-01
7.686305111197815065e-02,7.963000000000000078e-01,5.560448182006120232e-01
7.688358625788035972e-02,7.963000000000000078e-01,5.560386599768535332e-01
7.688358625788035972e-02,7.963200000000000278e-01,5.560292551393359872e-01
7.690412140378256878e-02,7.963200000000000278e-01,5.560172514717713899e-01
7.690412140378256878e-02,7.963400000000000478e-01,5.560127867076493091e-01
7.698626198739141890e-02,7.963400000000000478e-01,5.559863045682771343e-01
7.698626198739141890e-02,7.963999999999999968e-01,5.559745020935588089e-01
7.702733227919583703e-02,7.963999999999999968e-01,5.559653861278498477e-01
7.702733227919583703e-02,7.964799999999999658e-01,5.559340195326735179e-01
7.706840257100026903e-02,7.964799999999999658e-01,5.558905545722255814e-01
7.706840257100026903e-02,7.965799999999999548e-01,5.558605512103502733e-01
7.710947286280468715e-02,7.965799999999999548e-01,5.558484254472503272e-01
7.710947286280468715e-02,7.965999999999999748e-01,5.558229172620683389e-01
7.713000800870689622e-02,7.965999999999999748e-01,5.558189769795420787e-01
7.713000800870689622e-02,7.966199999999999948e-01,5.558186074115709641e-01
7.719161344641353728e-02,7.966199999999999948e-01,5.557958464343037974e-01
7.719161344641353728e-02,7.966600000000000348e-01,5.557883061554689252e-01
7.721214859231574634e-02,7.966600000000000348e-01,5.557836851411713797e-01
7.721214859231574634e-02,7.968199999999999728e-01,5.556972135901524501e-01
7.723268373821795540e-02,7.968199999999999728e-01,5.556845572690142232e-01
7.723268373821795540e-02,7.968399999999999928e-01,5.556796883382369989e-01
7.725321888412017834e-02,7.968399999999999928e-01,5.556715276531265513e-01
7.725321888412017834e-02,7.968600000000000128e-01,5.556699389494003105e-01
7.727375403002238741e-02,7.968600000000000128e-01,5.556696473477986675e-01
7.727375403002238741e-02,7.969000000000000528e-01,5.556354918704657919e-01
7.729428917592459647e-02,7.969000000000000528e-01,5.556334707904619918e-01
7.729428917592459647e-02,7.969199999999999617e-01,5.556331463896939660e-01
7.731482432182680553e-02,7.969199999999999617e-01,5.556296142387088244e-01
7.731482432182680553e-02,7.969399999999999817e-01,5.556284068582421076e-01
7.733535946772901459e-02,7.969399999999999817e-01,5.556033004886208326e-01
7.733535946772901459e-02,7.970399999999999707e-01,5.555748743037546289e-01
7.735589461363122366e-02,7.970399999999999707e-01,5.555656048603621056e-01
7.735589461363122366e-02,7.972200000000000397e-01,5.555198620784463914e-01
7.743803519724007378e-02,7.972200000000000397e-01,5.555035828561727396e-01
7.743803519724007378e-02,7.972399999999999487e-01,5.554863623548286222e-01
7.745857034314228284e-02,7.972399999999999487e-01,5.554785483942370483e-01
7.745857034314228284e-02,7.972799999999999887e-01,5.554766687466390351e-01
7.754071092675113297e-02,7.972799999999999887e-01,5.554321141270959217e-01
7.754071092675113297e-02,7.973200000000000287e-01,5.554109205458117593e-01
7.758178121855555109e-02,7.973200000000000287e-01,5.553928988251858323e-01
7.758178121855555109e-02,7.974200000000000177e-01,5.553719642126316858e-01
7.760231636445777403e-02,7.974200000000000177e-01,5.553667775067144818e-01
7.760231636445777403e-02,7.977199999999999847e-01,5.551994167380904788e-01
7.762285151035998310e-02,7.977199999999999847e-01,5.551844484351187159e-01
7.762285151035998310e-02,7.977600000000000247e-01,5.551751754487690427e-01
7.764338665626219216e-02,7.977600000000000247e-01,5.551707513011655548e-01
7.764338665626219216e-02,7.977800000000000447e-01,5.551707032062055402e-01
7.768445694806661028e-02,7.977800000000000447e-01,5.551646731804162904e-01
7.768445694806661028e-02,7.978800000000000336e-01,5.551427063514707827e-01
7.776659753167546041e-02,7.978800000000000336e-01,5.550780244642488093e-01
7.776659753167546041e-02,7.979000000000000536e-01,5.550762662310068096e-01
7.782820296938210147e-02,7.979000000000000536e-01,5.550607974908027265e-01
7.782820296938210147e-02,7.981800000000000006e-01,5.549769674803476383e-01
7.784873811528431053e-02,7.981800000000000006e-01,5.549634797051188340e-01
7.784873811528431053e-02,7.982000000000000206e-01,5.549519691397031274e-01
7.791034355299093772e-02,7.982000000000000206e-01,5.549254818702780145e-01
7.791034355299093772e-02,7.982200000000000406e-01,5.549182448001099832e-01
7.795141384479536972e-02,7.982200000000000406e-01,5.549029634658124710e-01
7.795141384479536972e-02,7.982599999999999696e-01,5.548871305896959649e-01
7.797194899069757879e-02,7.982599999999999696e-01,5.548843506368555945e-01
7.797194899069757879e-02,7.983400000000000496e-01,5.548607884842257087e-01
7.805408957430642891e-02,7.983400000000000496e-01,5.548509961054014505e-01
7.805408957430642891e-02,7.985400000000000276e-01,5.548072955413342333e-01
7.809515986611084704e-02,7.985400000000000276e-01,5.548050801969121038e-01
7.809515986611084704e-02,7.985600000000000476e-01,5.547872381053849944e-01
7.811569501201305610e-02,7.985600000000000476e-01,5.547840892850552930e-01
7.811569501201305610e-02,7.986600000000000366e-01,5.547673589156387752e-01
7.813623015791526516e-02,7.986600000000000366e-01,5.547667905439466196e-01
7.813623015791526516e-02,7.987600000000000255e-01,5.547305506594181201e-01
7.815676530381748810e-02,7.987600000000000255e-01,5.547220383483852935e-01
7.815676530381748810e-02,7.987800000000000455e-01,5.547157171239681661e-01
7.817730044971969716e-02,7.987800000000000455e-01,5.547141406557597465e-01
7.817730044971969716e-02,7.988199999999999745e-01,5.547036073918802934e-01
7.821837074152411529e-02,7.988199999999999745e-01,5.546885346326365651e-01
7.821837074152411529e-02,7.988399999999999945e-01,5.546775997341201192e-01
7.823890588742632435e-02,7.988399999999999945e-01,5.546773076732870456e-01
7.823890588742632435e-02,7.988800000000000345e-01,5.546674975486628467e-01
7.825944103332854729e-02,7.988800000000000345e-01,5.546643089503088264e-01
7.825944103332854729e-02,7.990199999999999525e-01,5.546290327959482180e-01
7.827997617923075635e-02,7.990199999999999525e-01,5.546119740329084058e-01
7.827997617923075635e-02,7.990800000000000125e-01,5.545873501313896003e-01
7.832104647103517447e-02,7.990800000000000125e-01,5.545662103692168277e-01
7.832104647103517447e-02,7.991000000000000325e-01,5.545639917292505272e-01
7.834158161693738354e-02,7.991000000000000325e-01,5.545626109436120332e-01
7.834158161693738354e-02,7.991200000000000525e-01,5.545625806986199668e-01
7.836211676283960648e-02,7.991200000000000525e-01,5.545605189735215435e-01
7.836211676283960648e-02,7.991599999999999815e-01,5.545490841304138163e-01
7.838265190874181554e-02,7.991599999999999815e-01,5.545282034388339110e-01
7.838265190874181554e-02,7.992599999999999705e-01,5.544778452668788216e-01
7.840318705464402460e-02,7.992599999999999705e-01,5.544598091268785334e-01
7.840318705464402460e-02,7.993400000000000505e-01,5.544275877091696669e-01
7.842372220054623366e-02,7.993400000000000505e-01,5.544263033407763608e-01
7.842372220054623366e-02,7.993599999999999595e-01,5.544247911631572379e-01
7.844425734644844272e-02,7.993599999999999595e-01,5.544217195921422592e-01
7.844425734644844272e-02,7.993799999999999795e-01,5.544153613712010653e-01
7.846479249235065179e-02,7.993799999999999795e-01,5.544124819892082279e-01
7.846479249235065179e-02,7.993999999999999995e-01,5.544089914010497111e-01
7.852639793005729285e-02,7.993999999999999995e-01,5.544008900165180442e-01
7.852639793005729285e-02,7.994200000000000195e-01,5.543953612462031444e-01
7.854693307595950191e-02,7.994200000000000195e-01,5.543903495451953933e-01
7.854693307595950191e-02,7.994599999999999485e-01,5.543599361381597035e-01
7.856746822186171098e-02,7.994599999999999485e-01,5.543556543478684873e-01
7.856746822186171098e-02,7.995400000000000285e-01,5.543304635968671068e-01
7.860853851366614298e-02,7.995400000000000285e-01,5.543247669370133801e-01
7.860853851366614298e-02,7.996400000000000174e-01,5.542852662337841574e-01
7.862907365956835204e-02,7.996400000000000174e-01,5.542742145331758241e-01
7.862907365956835204e-02,7.997199999999999864e-01,5.542514216763636536e-01
7.867014395137277016e-02,7.997199999999999864e-01,5.542426037550514106e-01
7.867014395137277016e-02,7.997800000000000464e-01,5.542373847939948694e-01
7.873174938907941123e-02,7.997800000000000464e-01,5.542112373743373066e-01
7.873174938907941123e-02,7.997999999999999554e-01,5.541980684838290205e-01
7.877281968088382935e-02,7.997999999999999554e-01,5.541818471311984462e-01
7.877281968088382935e-02,7.998199999999999754e-01,5.541710818822366269e-01
7.879335482678603841e-02,7.998199999999999754e-01,5.541650934516194615e-01
7.879335482678603841e-02,7.999399999999999844e-01,5.541181523375851015e-01
7.881388997268826135e-02,7.999399999999999844e-01,5.541107030751619700e-01
7.881388997268826135e-02,8.000399999999999734e-01,5.540878441024589263e-01
